KOEN1
128
569
<CIRCLE 50 152 4.24264 0 0.000156228>; 0 0 21 97 42 26 6 2 0 0 50 101 52 68 15 0 0 10 60 25 3 12 17 0 2 2 8 14 24 8 16 8 12 10 5 8 9 52 74 53 0 1 11 22 19 133 133 1 0 1 5 52 32 133 133 0 16 7 4 19 11 27 21 9 11 35 133 76 3 3 9 11 0 7 133 133 9 30 26 0 0 1 78 133 38 32 11 0 18 16 11 43 17 6 0 1 0 0 82 130 11 5 1 0 0 11 107 51 3 8 3 1 2 14 36 15 4 1 8 14 4 2 1 3 8 6 13 4;
<CIRCLE 53 152 3.56762 0 0.000155313>; 0 0 5 33 65 84 14 2 1 2 12 22 25 67 27 0 1 13 13 2 1 7 18 0 7 4 5 5 15 8 17 9 3 9 4 1 5 118 129 17 0 0 9 29 10 135 135 0 0 0 9 62 25 120 135 0 12 10 11 22 8 29 25 6 2 43 135 78 0 6 15 2 0 1 135 135 9 30 31 0 0 0 67 135 29 34 11 1 17 13 24 34 10 12 1 2 0 4 135 89 1 3 4 0 3 21 89 51 0 0 0 0 1 6 27 16 6 5 1 3 8 1 1 5 9 6 4 3;
<CIRCLE 195 104 2.52269 0 0.000133612>; 0 19 52 3 0 0 0 0 0 21 13 0 0 0 0 0 0 1 14 8 1 0 0 0 0 0 14 33 89 0 0 0 0 124 128 32 0 0 0 0 13 128 65 26 9 0 0 0 2 14 128 128 37 0 0 0 0 3 128 128 16 0 0 0 29 66 98 23 0 0 0 4 128 128 52 37 31 0 0 20 21 28 42 128 128 0 0 0 3 24 39 16 5 0 0 0 44 22 6 1 1 0 0 4 64 72 70 42 3 0 1 7 11 23 54 91 20 0 3 5 6 23 5 1 0 0 4 3;
<CIRCLE 178 107 7.13524 0 0.000131483>; 74 13 5 0 0 0 0 0 2 2 14 5 6 1 0 0 5 5 14 5 33 0 0 1 0 0 1 18 129 1 0 0 26 103 81 8 0 0 0 0 0 23 129 129 5 0 0 0 0 90 129 76 10 0 0 0 0 4 76 129 80 0 0 0 2 77 129 23 0 0 0 0 0 11 101 129 59 3 0 1 23 87 126 47 16 2 2 18 5 7 52 62 25 6 2 6 6 6 21 4 0 3 57 13 0 0 7 19 20 30 104 6 15 0 0 0 5 8 112 44 4 0 0 3 17 41 49 10;
<CIRCLE 47 152 6 0 0.000129546>; 30 50 32 49 4 1 0 0 0 0 113 126 29 18 2 0 0 1 126 126 38 7 4 0 1 4 12 40 55 6 21 4 65 51 17 29 5 5 14 37 4 4 26 59 43 126 115 17 0 1 21 55 39 126 94 1 26 6 4 11 11 18 32 20 82 33 65 81 1 0 2 38 4 9 126 126 8 24 21 7 1 4 96 126 37 35 12 1 18 26 17 30 11 4 2 1 10 24 36 95 13 1 0 0 5 7 46 62 9 11 20 8 3 5 27 20 2 5 34 36 2 2 7 12 9 13 13 6;
<CIRCLE 55 152 3 0 0.000124384>; 0 0 0 4 41 110 25 0 2 1 0 1 3 49 37 1 1 7 5 1 0 5 20 0 9 8 4 4 6 7 12 7 0 1 3 2 1 134 134 0 0 0 9 34 8 134 134 0 0 0 18 68 18 93 134 0 5 8 19 24 8 36 35 2 0 11 134 108 0 7 17 0 0 0 134 134 8 25 29 3 0 0 78 134 19 34 19 4 9 11 38 30 6 13 4 3 5 5 134 91 0 0 1 1 8 8 64 57 0 0 4 12 1 1 18 17 8 10 6 7 7 1 0 4 13 8 1 3;
<CIRCLE 57 115 7.13524 0 0.000121907>; 25 13 3 0 1 0 0 1 0 3 0 0 145 13 0 0 2 15 9 23 145 9 0 0 13 83 25 7 5 1 7 5 24 22 12 8 2 2 0 1 4 8 42 73 145 6 0 0 5 5 9 69 145 6 0 0 23 43 32 13 16 0 0 1 20 45 56 103 14 9 2 0 0 0 145 145 42 34 9 0 1 2 48 145 113 13 19 4 2 6 29 16 13 23 30 3 43 24 28 29 12 27 21 19 0 0 38 75 45 145 56 2 9 8 9 31 26 46 26 10 7 5 7 12 24 35 24 9;
<CIRCLE 199 104 1.78381 0 0.000119346>; 2 31 7 0 0 0 0 0 1 4 14 10 0 0 0 0 0 0 55 29 1 0 0 0 0 0 48 67 56 0 0 0 17 135 45 5 3 0 0 0 6 25 71 135 71 0 0 0 0 3 135 135 14 0 0 0 0 3 135 95 2 0 0 0 135 135 36 6 5 0 1 31 55 43 13 98 135 0 0 0 4 18 37 50 91 0 0 0 3 19 18 2 0 0 0 0 85 65 33 10 0 0 1 37 23 22 53 135 84 0 0 1 10 15 5 33 32 0 0 0 4 16 3 0 0 0 0 0;
<CIRCLE 201 94 10.0908 0 0.000113961>; 42 1 0 0 2 4 25 8 2 0 0 1 64 23 39 1 0 0 0 10 134 22 5 0 21 0 0 2 25 2 0 11 47 30 52 17 2 0 0 0 3 15 109 47 77 1 0 1 1 3 25 102 134 0 0 0 25 26 26 16 17 1 2 25 4 62 134 123 7 0 0 0 7 63 134 134 15 1 1 6 2 12 109 134 53 3 1 2 10 66 92 21 5 1 2 4 2 8 28 27 9 13 97 13 8 7 8 15 10 18 134 33 3 2 4 7 31 99 62 11 6 12 7 4 9 35 20 14;
<CIRCLE 43 135 8.48528 0 0.000110393>; 105 22 0 0 0 0 0 5 23 21 13 12 18 1 0 0 0 1 9 55 125 7 0 0 4 39 16 22 100 0 0 0 86 125 10 3 0 0 0 0 17 43 88 125 24 16 1 0 0 0 84 125 111 26 3 0 0 5 17 49 60 16 17 1 125 71 7 2 0 0 0 2 51 31 65 80 35 75 15 7 0 1 33 104 72 125 10 1 4 7 13 16 19 28 23 8 47 39 23 12 0 0 0 0 13 17 115 125 5 1 1 2 1 2 55 82 12 3 4 6 5 4 15 13 5 4 5 28;
