KOEN1
384
382
<CIRCLE 162 55 12 0 0.000164416>; 0 6 11 0 0 0 0 0 0 4 25 7 0 0 0 0 0 7 57 4 0 0 0 0 0 10 17 0 0 0 0 0 0 21 145 6 0 0 0 0 0 6 145 145 19 10 0 0 0 73 145 87 10 14 0 0 0 145 145 0 0 0 0 0 19 32 103 10 2 1 6 27 4 7 80 63 32 82 48 11 0 21 64 37 56 145 17 0 16 145 54 0 6 18 5 4 6 30 54 7 1 3 9 9 1 6 121 22 3 8 9 2 0 0 31 34 43 43 7 0 5 5 0 0 8 20 28 12 9 20 2 0 0 0 0 0 3 15 10 0 0 0 0 0 1 8 20 0 0 0 0 0 0 4 11 2 0 0 0 0 3 50 66 0 0 1 10 1 0 27 136 15 1 4 9 1 0 23 173 30 4 4 0 0 1 68 123 1 0 0 0 0 3 6 17 1 0 14 71 15 0 5 34 13 13 46 85 18 2 8 46 21 40 104 52 1 44 48 37 0 1 11 39 16 1 2 4 1 0 15 173 39 0 0 7 3 3 17 173 25 0 0 0 1 7 93 173 7 6 0 0 0 0 78 173 21 0 0 0 0 1 10 8 0 0 0 0 0 0 2 25 8 0 0 0 0 0 9 58 5 0 0 0 0 0 10 17 0 0 0 0 0 0 26 146 8 26 13 0 0 0 5 146 146 13 17 0 0 0 85 146 92 0 0 0 0 0 146 146 0 2 0 2 11 19 32 93 13 42 98 25 6 5 8 65 64 55 146 11 0 1 27 58 33 4 20 8 7 24 146 49 0 2 7 35 10 8 28 28 5 4 16 34 3 1 6 70 20 36 76 31 0 0 0 14 20 5 32 62 20 6 5 0 0;
<CIRCLE 394 84 2.52269 0 0.000136476>; 0 1 29 5 0 0 0 0 7 13 29 3 0 0 0 0 30 23 6 0 0 0 0 0 1 0 0 0 0 0 0 0 0 26 152 47 0 0 0 0 13 87 152 54 0 0 0 0 125 133 65 15 0 0 0 0 7 3 0 0 0 0 0 0 7 21 119 17 1 10 34 44 78 40 127 42 11 61 31 16 152 58 20 5 0 3 3 23 18 1 0 0 0 0 0 0 6 23 152 6 4 5 10 17 71 41 152 19 4 26 12 8 152 51 10 0 0 1 2 14 16 0 0 0 0 0 0 0 12 12 23 7 3 2 11 2 140 52 6 1 0 0 0 1 140 42 2 0 0 0 0 1 5 1 0 0 0 0 0 0 11 8 4 13 44 81 34 11 99 86 34 27 19 9 4 26 140 108 19 6 3 0 6 109 9 1 0 0 0 0 2 12 4 2 3 76 103 59 21 6 110 13 3 30 31 24 60 45 140 95 7 2 2 2 18 119 9 11 2 0 0 0 1 8 25 11 9 72 67 31 5 12 112 33 19 4 2 9 51 44 140 31 5 0 0 2 17 70 6 2 0 0 0 0 0 4 0 0 0 0 1 8 28 2 0 0 0 0 8 15 28 3 0 0 0 0 36 24 7 0 0 0 0 0 1 1 0 0 0 0 0 0 0 32 153 54 0 0 0 0 14 98 153 65 0 0 0 1 138 121 58 20 0 0 0 0 8 3 0 0 1 12 34 29 6 19 100 26 16 61 21 9 78 46 118 53 0 3 2 13 153 60 20 8 0 0 0 0 19 0 0 0 4 5 9 12 6 20 153 10 7 29 8 6 74 38 152 33 0 2 1 10 153 52 11 1 0 0 0 0 17 0 0 0;
<CIRCLE 394 83 1.78381 0 0.000127627>; 0 8 34 7 0 0 0 0 4 16 26 5 0 0 0 0 29 35 13 2 0 0 0 0 4 3 0 0 0 0 0 0 0 80 148 49 0 0 0 0 5 81 148 114 0 0 0 0 133 148 69 34 0 0 0 0 28 12 0 0 0 0 0 0 0 43 103 35 2 12 22 9 48 49 148 96 6 19 7 2 148 89 26 15 0 0 0 4 63 5 0 0 0 0 0 1 1 3 53 5 3 38 62 19 41 7 34 15 10 96 42 17 148 15 3 0 0 5 8 43 56 0 0 0 0 0 0 3 28 23 8 10 3 1 3 1 111 52 11 1 0 0 0 0 142 67 8 0 0 0 0 1 19 5 0 0 0 0 0 0 47 21 11 27 32 29 12 23 76 59 55 50 40 3 2 20 149 141 43 14 7 1 9 106 37 7 0 0 0 0 10 37 9 0 8 24 53 52 19 21 69 14 14 47 42 15 11 39 149 79 6 3 6 4 11 149 42 20 7 0 0 0 11 46 19 16 12 32 31 7 24 13 47 16 5 9 1 55 118 30 149 94 8 0 0 12 30 69 25 30 11 0 0 0 1 6 0 0 0 0 1 11 35 5 0 0 0 0 4 16 24 8 0 0 0 0 34 38 13 2 0 0 0 0 6 4 0 0 0 0 0 0 2 96 124 52 0 0 0 0 8 88 122 137 0 0 0 1 148 137 60 44 0 0 0 1 28 12 0 0 3 11 20 5 0 55 74 42 7 16 3 0 46 56 150 114 0 0 0 4 150 82 23 20 0 0 0 4 63 3 0 0 5 44 56 11 0 1 55 8 14 105 27 14 43 9 35 21 0 7 6 32 150 25 3 1 0 0 0 1 59 2 0 0;
<CIRCLE 157 52 8.48528 0 0.000123185>; 0 8 16 0 0 0 0 0 0 5 30 11 0 0 0 0 0 5 85 14 0 0 0 0 0 17 61 0 0 0 0 0 0 18 141 6 0 0 0 0 0 3 141 141 20 3 0 0 0 8 141 141 14 6 0 0 0 138 141 3 0 0 0 0 10 27 94 6 0 1 13 22 0 1 40 73 45 60 51 9 0 1 39 37 35 141 37 0 1 48 49 1 3 41 2 0 11 25 61 1 0 1 17 39 0 1 117 15 1 13 43 10 0 0 66 42 39 109 19 1 1 0 1 9 40 68 7 0 9 32 9 0 0 0 0 0 3 31 20 0 0 0 0 0 0 18 44 1 0 0 0 0 2 14 37 0 0 0 0 0 1 59 131 0 0 0 3 0 0 36 131 20 0 1 3 0 0 6 131 71 2 1 0 0 0 60 131 8 0 0 0 0 0 8 36 0 0 20 101 26 1 9 65 14 4 52 131 33 0 0 70 54 41 131 32 0 10 33 91 12 11 29 0 2 2 6 42 6 1 11 84 27 1 3 87 26 3 20 131 23 0 0 21 29 50 104 131 7 8 2 0 0 18 91 131 6 0 0 0 0 0 9 13 0 0 0 0 0 0 2 28 13 0 0 0 0 0 6 87 15 0 0 0 0 0 20 61 0 0 0 0 0 0 20 144 8 27 4 0 0 0 1 144 144 16 8 0 0 0 11 144 144 0 0 0 0 0 144 144 3 0 0 6 15 10 26 86 8 57 78 34 5 0 1 33 71 37 144 25 0 0 2 38 37 2 42 3 0 3 59 44 0 0 0 9 26 14 28 45 2 1 16 27 6 0 1 93 16 39 120 14 0 0 0 47 37 36 80 15 1 2 0 0 5;
<CIRCLE 395 82 1.26134 0 0.000106672>; 2 12 10 5 0 0 0 0 9 10 24 11 0 0 0 1 30 35 15 1 0 0 0 0 4 2 0 0 0 0 0 0 23 94 50 31 2 0 0 0 14 45 105 159 19 0 0 0 159 137 56 18 0 0 0 0 21 4 0 1 0 0 0 0 8 70 159 56 1 0 0 0 77 38 113 159 22 0 0 0 159 86 7 14 0 0 0 0 39 5 0 1 0 0 0 0 0 3 28 39 12 31 17 0 92 20 31 27 6 15 6 2 159 27 1 0 0 0 0 5 39 0 0 0 0 0 1 1 49 26 2 0 0 0 0 1 72 33 25 3 0 0 0 2 96 64 10 0 0 0 0 1 15 5 0 0 0 0 0 0 85 22 6 12 15 0 0 29 42 62 113 102 68 8 0 7 154 146 48 9 1 1 6 50 30 5 1 0 0 0 18 17 27 1 11 25 28 1 2 34 73 9 9 36 111 61 20 71 154 16 2 2 1 8 29 154 21 0 1 0 0 0 59 54 2 3 36 24 6 6 15 2 70 36 21 24 8 12 10 16 154 124 19 0 0 0 3 45 17 18 37 2 0 0 4 6 1 0 0 1 3 11 11 4 0 0 0 1 8 10 23 15 0 0 0 0 37 40 16 2 0 0 0 0 6 3 0 0 7 0 0 2 42 86 39 27 42 0 0 0 16 42 89 162 1 0 0 1 162 134 56 21 0 0 0 1 20 6 2 1 3 0 0 0 19 75 155 55 53 0 0 0 85 28 102 162 4 0 0 8 162 50 6 13 0 3 2 6 36 0 0 0 6 31 11 0 1 4 34 51 6 11 3 1 84 31 36 45 0 0 0 2 162 49 1 0 0 0 0 0 36 3 0 1;
<CIRCLE 153 51 5.04538 0 0.00010354>; 0 6 18 0 0 0 0 0 0 2 31 19 0 0 0 0 0 1 115 57 0 0 0 0 0 4 136 22 0 0 0 0 0 15 136 4 0 0 0 0 0 4 136 136 34 10 0 0 0 0 136 136 18 11 0 0 0 3 136 43 0 0 0 0 0 8 73 9 0 0 0 0 0 5 50 50 72 74 0 0 0 0 8 24 67 136 4 0 0 0 6 3 3 17 2 0 3 3 23 16 7 22 49 13 4 10 34 6 5 12 80 54 1 1 5 2 12 136 101 18 0 0 0 0 3 136 28 0 1 12 21 1 0 0 0 0 0 15 23 3 0 0 3 1 1 29 44 16 0 0 1 0 0 9 93 7 0 0 0 0 0 39 134 6 0 0 0 0 2 74 134 32 0 0 3 1 0 3 134 120 0 0 1 0 0 2 134 65 0 0 0 0 1 8 43 4 4 16 50 28 5 31 67 8 2 25 95 11 0 2 81 65 20 58 37 0 0 0 78 55 5 17 2 0 21 0 3 1 6 14 65 134 0 0 18 4 0 57 134 30 0 0 25 8 10 134 134 2 0 0 6 8 20 134 23 0 0 0 0 0 0 3 18 1 0 0 0 0 0 1 29 23 0 0 0 0 0 2 110 60 0 0 0 0 0 7 140 26 0 0 0 0 0 9 140 6 45 12 0 0 0 3 134 140 19 16 0 0 0 0 140 140 0 0 0 0 0 6 140 55 1 0 0 0 0 6 60 10 81 94 0 0 0 3 36 51 50 140 4 0 0 0 11 23 2 27 5 1 0 0 5 3 4 14 35 10 3 3 19 15 4 16 55 44 4 6 26 8 11 140 71 12 1 0 7 3 7 140 18 0 0 0 0 1;
<CIRCLE 394 85 3 0 9.90638e-05>; 0 0 38 5 0 0 0 0 8 15 40 2 0 0 0 0 26 24 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 159 27 0 0 0 1 20 77 159 24 1 1 0 0 115 141 66 3 0 0 0 0 2 2 0 0 0 0 0 0 28 35 135 7 0 5 11 33 96 43 142 24 10 43 19 21 159 58 16 1 0 2 2 21 7 0 0 0 0 0 0 0 7 20 93 19 19 8 2 2 117 56 134 11 2 4 3 5 159 53 5 0 0 0 0 5 7 0 0 0 0 0 0 0 5 9 38 6 2 3 9 1 136 57 6 2 0 0 0 2 136 43 0 0 0 0 0 1 2 0 0 0 0 0 0 0 3 4 1 5 37 86 67 16 108 95 16 6 19 26 4 15 136 87 6 0 0 0 3 84 3 0 0 0 0 0 0 5 4 1 3 94 116 51 28 5 131 8 2 19 39 21 47 66 136 56 1 0 0 0 11 95 3 4 0 0 0 0 0 2 10 5 8 61 128 42 13 3 116 66 11 7 8 4 27 37 136 33 1 0 0 0 4 42 3 0 0 0 0 0 0 1 0 0 0 0 0 6 37 2 0 0 0 0 9 19 38 2 0 0 0 0 31 26 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 158 32 1 1 0 0 20 82 158 29 0 0 0 0 124 128 62 5 0 0 0 0 3 1 0 0 1 6 11 19 22 37 129 12 20 40 12 12 98 43 137 34 0 2 0 9 158 59 17 2 0 0 0 0 8 0 0 0 15 7 4 1 5 21 108 23 4 6 3 4 117 53 140 24 0 0 0 4 158 56 7 0 0 0 0 0 7 0 0 0;
<CIRCLE 151 50 3.56762 0 9.11119e-05>; 0 5 26 0 0 0 0 0 0 3 34 30 0 0 0 0 0 0 124 108 0 0 0 0 0 0 135 76 0 0 0 0 0 16 135 5 0 0 0 0 0 4 134 135 37 6 0 0 0 0 135 135 21 11 0 0 0 0 135 79 0 0 0 0 0 6 58 6 1 0 0 0 0 2 25 55 86 87 0 0 0 0 4 31 76 135 0 0 0 0 3 5 11 15 0 0 0 3 47 22 0 0 0 0 2 17 60 4 10 18 2 4 2 6 5 0 47 135 10 4 0 0 0 0 12 109 16 0 0 9 39 3 0 0 0 0 3 14 22 9 1 1 17 9 2 11 41 40 0 0 17 9 0 15 98 36 0 0 0 0 0 53 129 6 0 0 0 0 5 113 129 42 0 0 6 5 0 6 129 129 0 0 5 1 0 0 129 97 0 0 0 0 4 15 54 4 2 9 22 8 19 44 83 5 0 3 10 7 1 11 81 72 14 9 2 2 0 0 109 60 5 3 0 0 4 0 0 0 0 9 129 76 2 3 3 0 0 85 129 13 0 1 4 12 15 98 125 24 0 0 19 13 13 129 33 0 0 0 0 0 0 2 24 2 0 0 0 0 1 2 32 31 0 0 0 0 0 0 119 105 0 0 0 0 0 0 137 81 0 0 0 0 0 11 137 6 50 7 0 0 0 4 113 137 25 12 0 0 0 0 137 137 0 0 0 0 0 0 137 87 1 0 0 0 0 6 47 7 106 94 0 0 0 2 20 51 64 137 5 0 0 0 8 27 5 30 5 0 0 0 5 4 0 0 0 0 0 2 29 22 9 24 1 3 2 12 39 7 33 137 8 2 2 5 1 0 10 124 14 0 0 0 0 0;
<CIRCLE 330 65 1.78381 0 9.04303e-05>; 0 8 126 4 1 0 0 0 1 68 126 0 0 0 0 0 14 86 34 0 0 0 0 0 1 3 4 2 0 0 0 0 0 5 101 18 81 72 25 1 34 119 126 8 18 10 16 17 126 126 20 0 0 0 3 18 12 42 5 1 0 0 0 0 0 1 7 4 86 104 33 3 18 8 9 1 14 44 126 124 98 52 10 1 0 0 47 120 20 86 10 0 0 0 0 2 4 4 26 5 3 9 9 4 4 5 58 11 0 4 24 28 2 8 112 39 0 0 5 12 2 104 58 8 0 0 0 0 1 19 121 31 2 1 2 5 9 26 121 41 2 0 0 0 54 43 88 6 0 0 8 36 59 26 9 0 0 0 5 22 22 26 52 54 62 30 24 51 68 51 81 73 49 8 6 15 121 121 28 3 1 0 15 52 16 38 40 4 0 0 11 22 17 14 14 121 83 7 13 13 54 41 21 38 28 3 34 93 76 121 54 8 0 0 19 44 70 121 42 1 0 0 0 1 3 3 18 81 7 5 74 18 34 41 8 5 0 2 48 57 23 22 20 4 0 5 45 64 121 45 3 0 1 4 10 10 1 0 1 0 0 6 127 4 0 0 0 0 2 61 127 1 0 0 0 0 23 80 41 0 0 0 0 0 4 8 3 0 92 54 28 3 0 5 101 19 20 6 14 21 41 109 127 12 0 0 3 20 127 127 18 0 0 0 0 0 14 34 5 0 109 80 32 5 0 1 8 8 18 35 127 127 24 9 10 2 0 0 35 121 109 55 15 0 0 0 0 1 17 85 19 0 5 8 11 12 5 3 15 6 0 4 20 32 8 8 39 13 0 0 2 9 4 13 112 32 0 0 0 0 7 111 53 6;
<CIRCLE 395 81 1.5 0 8.43435e-05>; 0 4 13 3 0 0 0 0 13 11 10 1 0 0 0 0 36 17 3 0 0 0 0 0 2 1 0 0 0 0 0 0 7 96 64 23 0 0 0 0 10 51 98 122 1 0 0 0 91 123 49 12 0 0 0 0 10 5 0 0 0 0 0 0 6 136 147 48 0 0 0 0 71 66 154 154 3 0 0 0 154 123 22 18 0 0 0 0 29 5 0 0 0 0 0 0 0 11 37 29 10 45 32 3 115 24 48 38 6 31 14 7 154 30 1 0 0 0 0 10 32 0 0 0 0 0 0 2 52 21 2 1 0 0 0 0 116 27 2 0 0 0 0 0 128 25 1 0 0 0 0 2 10 1 0 0 0 0 0 0 86 44 12 16 8 0 0 14 70 84 95 55 24 0 0 2 147 147 37 5 0 0 3 22 20 6 0 0 0 0 4 7 54 3 6 21 20 9 10 57 92 20 23 61 105 31 15 61 147 39 9 5 3 4 31 147 15 1 0 0 0 0 31 45 2 0 27 27 9 11 23 7 91 38 19 23 10 22 22 23 147 128 19 0 0 1 5 66 12 18 22 0 0 0 3 8 0 0 0 0 0 5 14 4 0 0 0 0 13 10 11 2 0 0 0 0 46 19 3 0 0 0 0 0 3 1 0 0 1 0 0 0 21 94 60 23 10 0 0 0 14 48 84 135 0 0 0 0 103 131 51 16 0 0 0 0 11 7 1 0 1 0 0 0 25 143 123 50 20 0 0 0 81 59 135 160 0 0 1 7 160 90 18 23 0 0 2 4 28 1 0 0 10 46 25 1 1 13 41 34 8 30 8 4 112 36 54 56 0 0 1 6 160 51 2 1 0 0 0 1 31 3 0 0;
